V.R.Number,,,,
LLS07LLJLJ4,,,,
platename,predictplate Date &,date&time,time,Location
4LLLLPA,APLLLL4,"07/09/2019,02.39.31",,JU
,,"07/09/2019,02.39.32",,JU
4LLLLPA,APLLLL4,"07/09/2019,02.39.33",,JU
,,"07/09/2019,02.39.34",,JU
4LLLLPA,APLLLL4,"07/09/2019,02.39.35",,JU
,,"07/09/2019,02.39.36",,JU
4LLLLPA,APLLLL4,"07/09/2019,02.39.37",,JU
,,"07/09/2019,02.39.38",,JU
4LLLLPA,APLLLL4,"07/09/2019,02.39.39",,JU
,,"07/09/2019,02.39.40",,JU
4LLLLPA,APLLLL4,"09/09/2019,02.39.41",,JU
,,"08/09/2019,02.39.42",,JU
4LLLLPA,APLLLL4,"08/09/2019,02.39.43",,JU
,,"08/09/2019,02.39.44",,JU
4LLLLPA,APLLLL4,"08/09/2019,02.39.45",,JU
,,"08/09/2019,02.39.46",,JU
4LLLLPA,APLLLL4,"08/09/2019,02.39.47",,JU
,,"08/09/2019,02.39.48",,JU
LLS07LLJLJ4,LLS07LLJLJ4,"08/09/2019,02.39.49",,JU
,,"08/09/2019,02.39.50",,JU
LLS07LLJLJ4,LLS07LLJLJ4,"08/09/2019,02.39.51",,JU
,,"08/09/2019,02.39.52",,JU
LLS07LLJLJ4,LLS07LLJLJ4,"09/09/2019,02.39.53",,JU
,,"09/09/2019,02.39.54",,JU
LLS07LLJLJ4,LLS07LLJLJ4,"09/09/2019,02.39.55",,JU
,,"09/09/2019,02.39.56",,JU
LLS07LLJLJ4,LLS07LLJLJ4,"09/09/2019,02.39.57",,JU
,,"09/09/2019,02.39.58",,JU
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.59",,JU
,,"09/09/2019,02.39.60",,JU
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.61",,JU
,,"09/09/2019,02.39.62",,JU
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.63",,JU
,,"09/09/2019,02.39.64",,JU
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.65",,JU
,,"09/09/2019,02.39.66",,JU
LLS07LLJL34,LLS07LLJL34,"10/09/2019,02.39.67",,JU
,,"10/09/2019,02.39.68",,JU
LLS07LLJL34,LLS07LLJL34,"10/09/2019,02.39.69",,JU
,,"10/09/2019,02.39.70",,JU
LLS07LLJL34,LLS07LLJL34,"10/09/2019,02.39.71",,JU
,,"10/09/2019,02.39.72",,JU
LTS07FL3L34,LTS07FL3L34,"10/09/2019,02.39.73",,JU
,,"10/09/2019,02.39.74",,JU
LTS07FXJ5L2,LTS07FXJ5L2,"10/09/2019,02.39.75",,JU
,,,,ju
TS0LFL35L3,TS0LFL353L,"10/09/2019,02.39.77",,JU
platename,predictplate Date &,date&time,time,Location
4LLLLPA,APLLLL4,"07/09/2019,02.39.31",,malibag
,,"07/09/2019,02.39.32",,malibag
MHO1AY8866,MHO1AY8866,"07/09/2019,02.39.33",,malibag
,,"07/09/2019,02.39.34",,malibag
MCLRNF1,MCLRNF1,"07/09/2019,02.39.35",,malibag
,,"07/09/2019,02.39.36",,malibag
LLS07LLILI,LLS07LLILI,"07/09/2019,02.39.37",,malibag
,,"07/09/2019,02.39.38",,malibag
TS0LFL35L3,TS0LFL35L3,"07/09/2019,02.39.39",,malibag
,,"07/09/2019,02.39.40",,malibag
4LLLLPA,APLLLL4,"09/09/2019,02.39.41",,malibag
,,"08/09/2019,02.39.42",,malibag
4LLLLPA,APLLLL4,"08/09/2019,02.39.43",,malibag
,,"08/09/2019,02.39.44",,malibag
4LLLLPA,APLLLL4,"08/09/2019,02.39.45",,malibag
,,"08/09/2019,02.39.46",,malibag
4LLLLPA,APLLLL4,"08/09/2019,02.39.47",,malibag
,,"08/09/2019,02.39.48",,malibag
LLS07LLJLJ4,LLS07LLJLJ4,"08/09/2019,02.39.49",,malibag
,,"08/09/2019,02.39.50",,malibag
LLS07LLJLJ4,LLS07LLJLJ4,"08/09/2019,02.39.51",,malibag
,,"08/09/2019,02.39.52",,malibag
LLS07LLJLJ4,LLS07LLJLJ4,"09/09/2019,02.39.53",,malibag
,,"09/09/2019,02.39.54",,malibag
LLS07LLJLJ4,LLS07LLJLJ4,"09/09/2019,02.39.55",,malibag
,,"09/09/2019,02.39.56",,malibag
LLS07LLJLJ4,LLS07LLJLJ4,"09/09/2019,02.39.57",,malibag
,,"09/09/2019,02.39.58",,malibag
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.59",,malibag
,,"09/09/2019,02.39.60",,malibag
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.61",,malibag
,,"09/09/2019,02.39.62",,malibag
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.63",,malibag
,,"09/09/2019,02.39.64",,malibag
LLS07LLJL34,LLS07LLJL34,"09/09/2019,02.39.65",,malibag
,,"09/09/2019,02.39.66",,malibag
LLS07LLJL34,LLS07LLJL34,"10/09/2019,02.39.67",,malibag
,,"10/09/2019,02.39.68",,malibag
LLS07LLJL34,LLS07LLJL34,"10/09/2019,02.39.69",,malibag
,,"10/09/2019,02.39.70",,malibag
LLS07LLJL34,LLS07LLJL34,"10/09/2019,02.39.71",,malibag
,,"10/09/2019,02.39.72",,malibag
LTS07FL3L34,LTS07FL3L34,"10/09/2019,02.39.73",,malibag
,,"10/09/2019,02.39.74",,malibag
LTS07FXJ5L2,LTS07FXJ5L2,"10/09/2019,02.39.75",,malibag
,,"10/09/2019,02.39.76",,malibag
TS0LFL35L3,TS0LFL353L,"10/09/2019,02.39.77",,malibag
platename,predictplate,date&time,time,Location
4LLLLPA,APLLLL4,"07/09/2019,02.39.31",,Shahbag
,,"07/09/2019,02.39.32",,Shahbag
4LLLLPA,APLLLL4,"07/09/2019,02.39.33",,Shahbag
,,"07/09/2019,02.39.34",,Shahbag
4LLLLPA,APLLLL4,"07/09/2019,02.39.35",,Shahbag
,,"07/09/2019,02.39.36",,Shahbag
4LLLLPA,APLLLL4,"07/09/2019,02.39.37",,Shahbag
,,"07/09/2019,02.39.38",,Shahbag
4LLLLPA,APLLLL4,"07/09/2019,02.39.39",,Shahbag
,,"07/09/2019,02.39.40",,Shahbag
4LLLLPA,APLLLL4,"09/09/2019,02.39.41",,Shahbag
,,"08/09/2019,02.39.42",,Shahbag
4LLLLPA,APLLLL4,"08/09/2019,02.39.43",,Shahbag
,,"08/09/2019,02.39.44",,Shahbag
4LLLLPA,APLLLL4,"08/09/2019,02.39.45",,Shahbag
,,"08/09/2019,02.39.46",,Shahbag
4LLLLPA,APLLLL4,"08/09/2019,02.39.47",,Shahbag
,,"08/09/2019,02.39.48",,Shahbag
LLS07LLJLJ4,LLS07LLJLJ4,"08/09/2019,02.39.49",,Shahbag
,,"08/09/2019,02.39.50",,Shahbag
LLS07LLJLJ4,LLS07LLJLJ4,"08/09/2019,02.39.51",,Shahbag
,,"08/09/2019,02.39.52",,Shahbag
LLS07LLJLJ4,LLS07LLJLJ4,"09/09/2019,02.39.53",,Shahbag
,,"09/09/2019,02.39.54",,Shahbag
LLS07LLJLJ4,LLS07LLJLJ4,"09/09/2019,02.39.55",,Shahbag
